product_code,description,sheet_name,reference_stock,last_cost,last_supplier,last_purchase_date,last_sale_date,last_client,last_comment,source_file,area,active
66780A-30,CONJUNTO SOLDADO DE MONTAJE DE BOMBA DE VÁSTAGO,Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
66780B-30,CONJUNTO SOLDADO DE MONTAJE DE BOMBA DE VÁSTAGO,Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
66785-30,CONJUNTO SOLDADO SOPORTE DE LUZ LATERAL,Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
66785B-30,CONJUNTO SOLDADO SOPORTE DE LUZ LATERAL,Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
66785E-30,"SOPORTE DE LUZ LATERAL CONJUNTO SOLDADO,AL",Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
66785J-30,SOPORTE DE LUZ LATERAL CONJUNTO SOLDADO - ALUMINIO,Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
66785L-30,"SOPORTE,LUZ LATERAL,AL(46575R)",Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
66786J-30,SOPORTE DE LUZ LATERAL - ALUMINIO,Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
66787-30,"SOPORTE DE MONTAJE, LUZ TRASERA",Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
66787G-30,SOPORTE DE MONTAJE - LUZ TRASERA,Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
66788-30,"SOPORTE DE MONTAJE, LUZ TRASERA",Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
66788D-30,SOPORTE DE MONTAJE - LUZ TRASERA,Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
66788G-30,SOPORTE DE MONTAJE - LUZ TRASERA,Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
66788K-30,"PILOTO TRASERO MTG. SOPORTE, IZQUIERDO, A/L",Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
66808-30,SELLO - CONJUNTO DE PUERTA DE CAMBIO,Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
66816A-30,INSTALACIÓN DE PLACA COLA/GUARDABARROS - L/,Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
66816B-30,INSTALACIÓN DE PLACA COLA/GUARDABARROS - DERECHO/,Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
66816C-30,INSTALACIÓN DE PLACA COLA/GUARDABARROS - L/,Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
66816N-30,"INSTALACIÓN DE LUZ TRASERA, LED",Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
66820-30,CODO - SOLDAR 8 X 45*,Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
66824-30,"TUBO FLEX ESCAPE CONJUNTO SOLDADO-19 1/2""",Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
66824A-30,"TUBO FLEX ESCAPE CONJUNTO SOLDADO-22 1/2""",Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
66824D-30,CONJUNTO SOLDADO DEL TUBO FLEXIBLE DE ESCAPE,Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
66834-30,CONJUNTO SOLDADO DE ABRAZADERA DE TUBO. - TOMA DE AIRE,Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
66855A-30,INSTALACIÓN DEL ACOPLAMIENTO DE LAVADO,Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
66888-30,CONJUNTO SOLDADO DE ENTRADA DE RESIDUOS,Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
66898-30,CONJUNTO SOLDADO DE GANCHO,Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
66900-30,"PLACA,MONTAJE DE BOMBA,SAE""C"",4 B",Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
66900AP-30,"CONJUNTO SOLDADO DE MONTAJE EN PIE, SAE C, 2 PERNOS",Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
66908-30,CONJUNTO SOLDADO W/T - 28 ID X LG -,Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
66909-30,CONJUNTO SOLDADO W/T - 28 ID X LG -,Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
66945B-30,INSTALACIÓN DE FALDÓN LATERAL - SIMPLE,Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
66998-30,CONJUNTO SOLDADO DE BISAGRA,Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
66998A-30,"CONJUNTO SOLDADO DE BISAGRA, CILINDRO DE CARRETE DE MANGUERA",Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
66998C-30,"CONJUNTO SOLDADO DE BISAGRA,CILINDRO DE CARRETE DE MANGUERA",Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
66999-30,CONJUNTO SOLDADO DE GRABADOR,Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
67000-30,"INSTALACIÓN DEL GRABBER, 76"" DE DIÁMETRO.",Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
67001-30,GANCHO DE AGARRE,Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
67002-30,PLACA DE SOPORTE DEL CILINDRO,Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
67003-30,"PLT, STL, 1/4H",Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
67011G-30,CIGÜEÑAL DELANTERO - ADAPTADOR PLA,Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
67011M-30,"PLACA ADAPTADORA,CIGÜEÑAL,1610,",Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
67082-30,"CONJUNTO DE GRIFO DE PRESIÓN - 1/2""",Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
67082AA-30,"ADAPTADOR, HID, 8JICX8NPTX4ORB HIDRÃULICO",Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
67082AF-30,"ADAPTADOR, HIDRÁULICO, 8JICX12ORBX8JIC",Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
67082AJ-30,ACCESORIO MOD 16 X 12 CON EMPAQUE TÓRICA N.º 6,Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
67082AK-30,CONJUNTO DE GRIFO DE PRESIÓN,Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
67082AN-30,MODIFICACIÓN DEL ADAPTADOR HIDRÁULICO,Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
67082C-30,CONJUNTO DE GRIFO DE PRESIÓN - 12JIC-,Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
67082E-30,CONJUNTO DE GRIFO DE PRESIÓN - 8JIC T,Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
67082F-30,CONJUNTO DE GRIFO DE PRESIÓN - 16JIC,Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
67082G-30,CONJUNTO DE GRIFO DE PRESIÓN - 6JIC-O,Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
67082I-30,"CONJUNTO DE GRIFO DE PRESIÓN - 3/4"" T",Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
67082K-30,MODIFICACIÓN DEL ADAPTADOR HIDRÁULICO,Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
67082L-30,MODIFICACIÓN DEL ADAPTADOR HIDRÁULICO,Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
67082N-30,MODIFICACIÓN DEL ADAPTADOR HIDRÁULICO,Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
67082P-30,MODIFICACIÓN DEL ADAPTADOR HIDRÁULICO,Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
67082S-30,MODIFICACIÓN DEL ADAPTADOR HIDRÁULICO,Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
67082U-30,"ADAPTADOR, HIDRÁULICO, 8JICX12ORB, 90*",Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
67082V-30,MODIFICACIÓN DEL ADAPTADOR HIDRÁULICO,Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
67082W-30,"MODO ADAPTADOR HIDRÁULICO 16JICX16NPT,45,#",Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
67101AA-30,"INSTALACIÓN DEL RIEL LATERAL, EJE ÚNICO",Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
67101AB-30,"INST. DE RIEL LATERAL,50-60,SUBESTRUCTURA",Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
67101AC-30,FALDA LATERAL FORMADA,Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
67101E-30,INSTALACIÓN DE FALDÓN LATERAL - TÁNDEM,Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
67101P-30,"FALDÓN LATERAL INST 50""- 58"" TDM S",Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
67102-30,SOPORTE DE PERNO .25 X 2 X 1.375,Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
67112-30,PLACA PARA DERRAMES,Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
67112A-30,MEDIA PLACA PARA DERRAMES,Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
67112AB-30,"INSTALACIÓN DE PLACA DERRAME, PUERTA DE 68""",Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
67112AF-30,"INSTALACION DE PLACA DERRAME,PUERTA TRASERA,",Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
67112AN-30,"INSTALACIÓN DE PLACA DERRAME, CUERPO 76",Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
67112AR-30,"INSTALACIÓN DE PLACA DERRAME, CUERPO 68",Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
67112AS-30,"INSTALACIÓN DE PLACA DERRAME, CUERPO 68",Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
67112AV-30,"INSTALACIÓN DE PLACA DERRAME, CUERPO DE 72""",Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
67112AW-30,PLACA DERRAME INSTALAR CUERPO 68,Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
67112AX-30,"INSTALACIÓN DE PLACA DERRAME, CUERPO 76",Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
67112C-30,INSTALACIÓN DE LA PLACA PARA DERRAMES,Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
67112E-30,INSTALACIÓN DE LA PLACA PARA DERRAMES,Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
67112F-30,INSTALACIÓN DE LA PLACA PARA DERRAMES - 68 DIA B,Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
67112H-30,"INSTALACIÓN DE LA PLACA DERRAME, 68DIA",Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
67112J-30,INSTALACIÓN DE LA PLACA PARA DERRAMES - 2103,Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
67112K-30,INSTALACIÓN DE LA PLACA PARA DERRAMES - 2103,Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
67112P-30,INSTALACIÓN DE LA PLACA DERRAME - MANUAL L,Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
67112S-30,INSTALACIÓN DE PLACA PARA DERRAMES - 76 DE DIÁMETRO,Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
67112U-30,INSTALACIÓN DE PLACA DERRAME/PUERTA PLANA,Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
67112Z-30,"INSTALACIÓN DE LA PLACA PARA DERRAMES, 76"" B",Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
67138-30,"CONJUNTO SOLDADO DE CARRETE DE MANGUERA - 1000'/1""",Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
67139-30,"PLACA, TAPA INFERIOR, .100X19.500",Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
67150G-30,CONJUNTO SOLDADO W/T - ID X LG -,Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
67181-30,TUBO DE SOPORTE,Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
67206-30,CONJUNTO SOLDADO DE ENTRADA,Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
67206A-30,CONJUNTO SOLDADO DE ENTRADA,Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
67211-30,MARCO PORTA SELLOS,Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
67219-30,SELLO DE ENTRADA,Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
67219A-30,MODO SELLO DE ENTRADA,Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
67220-30,CONJUNTO SOLDADO DE ENTRADA DE DESECHOS,Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
67220A-30,CONJUNTO SOLDADO DE ENTRADA DE DESECHOS,Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
67221-30,PLACA DE SELLO,Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
67222A-30,"TUBO - 12GA X 8"" X 69"" @ 60*",Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
67227-30,CONJUNTO SOLDADO SOPORTE BISAGRA TRASERA,Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
67229A-30,PIN,Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
67236-30,SILLÍN PARA TANQUE DE AGUA - L/H,Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
67241-30,"CORREA DEL TANQUE,W,H2O,2STUD,60.75",Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
67245-30,CONJUNTO SOLDADO DEL TUBO EXTERNO DEL PLUMA,Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
67251-30,CONJUNTO SOLDADO DE MANGUITO DE PLUMA.,Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
67251A-30,CONJUNTO SOLDADO DE MANGUITO DE PLUMA. CON BLOQUEO,Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
67255-30,PIN - 1.500 DIÁMETRO X 7.750,Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
67267-30,BRAZO DE CONTROL DE FLOTADOR Y CONJUNTO DE EJE,Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
67268A-30,CONJUNTO SOLDADO DEL PEDESTAL DEL PLUMA,Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
67268C-30,CONJUNTO SOLDADO DEL PEDESTAL DEL PLUMA,Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
67273-30,"CONJUNTO SOLDADO DE TUBO DE ALETA, 3/4X12, ESTRECHO",Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
